"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C9H8N3"	"[M + H3N + H]+"	"C9H12N4+"	"Alkaloids"	0.951	"Nicotinic acid alkaloids"	0.787	"Pyridine alkaloids"	0.788	"Organoheterocyclic compounds"	0.902	"Heteroaromatic compounds"	0.863	NA	NA	NA	NA	"Heteroaromatic compounds"	0.863	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	176.106	697	11.616	707667596240411136	707666566098328960	2748	NA	2748
1	"C36H54N8O5"	"[M + Na]+"	"C36H54N8NaO5+"	"Amino acids and Peptides"	0.768	"Oligopeptides"	0.922	"Linear peptides"	0.14	"Organic acids and derivatives"	0.984	"Carboxylic acids and derivatives"	0.973	"Amino acids, peptides, and analogues"	0.909	"Amino acids and derivatives"	0.896	"Valine and derivatives"	0.654	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Diazines; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	701.41	697	11.619	707667615550987008	707666566182215040	2750	NA	2750
1	"C37H64O6"	"[M - H2O + H]+"	"C37H63O5+"	"Fatty acids"	0.765	"Eicosanoids"	0.373	"Prostaglandins"	0.468	"Lipids and lipid-like molecules"	0.984	"Fatty Acyls"	0.962	"Fatty alcohols"	0.611	NA	NA	"Fatty alcohols"	0.611	"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	587.468	697	11.622	707667564971874048	707666566777806336	2764	NA	2764
2	"C37H64O6"	"[M + H]+"	"C37H65O6+"	"Fatty acids"	1	"Glycerolipids"	1	"Diacylglycerols"	1	"Lipids and lipid-like molecules"	0.995	"Glycerolipids"	0.999	"Diradylglycerols"	0.997	"Diacylglycerols"	0.998	"1,2-diacylglycerols"	0.992	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	605.478	697	11.622	707667576967583744	707666566819749376	2765	NA	2765
1	"C37H64O6"	"[M + Na]+"	"C37H64NaO6+"	"Fatty acids"	1	"Glycerolipids"	1	"Diacylglycerols"	0.998	"Lipids and lipid-like molecules"	0.992	"Glycerolipids"	0.999	"Diradylglycerols"	0.974	"Diacylglycerols"	0.978	"1,2-diacylglycerols"	0.946	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	627.46	697	11.623	707667525792879488	707666566899441152	2767	NA	2767
1	"C37H64O6"	"[M + H3N + H]+"	"C37H68NO6+"	"Fatty acids"	1	"Glycerolipids"	1	"Diacylglycerols"	0.999	"Lipids and lipid-like molecules"	0.991	"Glycerolipids"	0.997	"Diradylglycerols"	0.991	"Diacylglycerols"	0.993	"1,2-diacylglycerols"	0.983	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	622.504	697	11.623	707667582634088576	707666566857498112	2766	NA	2766
1	"C40H60O5"	"[M + Na]+"	"C40H60NaO5+"	"Terpenoids"	0.896	"Carotenoids (C40)"	0.667	"Carotenoids (C40, β-β)"	0.245	"Lipids and lipid-like molecules"	0.96	"Prenol lipids"	0.657	NA	NA	NA	NA	"Prenol lipids"	0.657	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	643.434	697	11.623	707667577462511616	707666566995910144	2769	NA	2769
1	"C35H62N8O6"	"[M + H3N + H]+"	"C35H66N9O6+"	"Amino acids and Peptides"	0.945	"Oligopeptides"	0.993	"Cyclic peptides"	0.475	"Organic acids and derivatives"	0.995	"Carboxylic acids and derivatives"	0.983	"Amino acids, peptides, and analogues"	0.965	"Peptides"	0.742	"Peptides"	0.742	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	708.512	698	11.628	707667563583559424	707666567801216640	2790	NA	2790
3	"C34H60N4O10"	"[M + H]+"	"C34H61N4O10+"	"Amino acids and Peptides"	0.712	"Oligopeptides"	0.746	"Erythromycins"	0.179	"Organic acids and derivatives"	0.995	"Carboxylic acids and derivatives"	0.981	"Amino acids, peptides, and analogues"	0.658	"Amino acids and derivatives"	0.645	"Amino acids and derivatives"	0.645	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	685.436	698	11.635	707667591895112064	707666567708941824	2786	NA	2786
2	"C36H60O13"	"[M + H]+"	"C36H61O13+"	"Terpenoids"	0.974	"Steroids"	0.856	"Cardenolides"	0.856	"Lipids and lipid-like molecules"	0.951	"Steroids and steroid derivatives"	0.933	"Steroid lactones"	0.728	"Cardenolides and derivatives"	0.79	"Cardenolide glycosides and derivatives"	0.807	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Monosaccharides; Cardenolides and derivatives; Cardenolide glycosides and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Oxanes; Glycosyl compounds; O-glycosyl compounds; Butenolides; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities"	701.41	698	11.635	707667538862331136	707666567734107776	2787	NA	2787
2	"C32H62N4O10"	"[M + H]+"	"C32H63N4O10+"	"Amino acids and Peptides"	0.311	"Oligopeptides"	0.201	"Tripeptides"	0.052	"Organic acids and derivatives"	0.984	"Carboxylic acids and derivatives"	0.97	"Amino acids, peptides, and analogues"	0.546	"Amino acids and derivatives"	0.539	"Alpha amino acids and derivatives"	0.512	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	663.454	698	11.638	707667545975870848	707666567776050816	2789	NA	2789
1	"C40H78N4O10"	"[M + H3N + H]+"	"C40H82N5O10+"	"Amino acids and Peptides"	0.681	"Oligopeptides"	0.824	"Erythromycins"	0.116	"Organic acids and derivatives"	0.99	"Carboxylic acids and derivatives"	0.96	"Amino acids, peptides, and analogues"	0.779	"Amino acids and derivatives"	0.761	"Alpha amino acids and derivatives"	0.559	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	792.606	699	11.646	707667588636137728	707666567901879936	2794	NA	2794
5	"C34H47O4P"	"[M + H]+"	"C34H48O4P+"	"Terpenoids"	0.396	"Meroterpenoids"	0.029	"Cannabinoids"	0.003	"Organic acids and derivatives"	0.92	"Organic phosphoric acids and derivatives"	0.961	"Phosphate esters"	0.952	"Aryl phosphates"	0.976	"Aryl phosphotriesters"	0.857	"Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Aryl phosphates; Aryl phosphodiesters; Aryl phosphotriesters; Phenoxy compounds; Chemical entities"	551.329	699	11.646	707667590343219584	707666567755079296	2788	NA	2788
1	"C7H7N3"	"[M + H3N + H]+"	"C7H11N4+"	"Alkaloids"	0.961	"Nicotinic acid alkaloids"	0.901	"Pyridine alkaloids"	0.901	"Organoheterocyclic compounds"	0.915	"Pyridines and derivatives"	0.638	NA	NA	NA	NA	"Pyridines and derivatives"	0.638	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	151.098	699	11.648	707667586186664192	707666566693920256	2762	NA	2762
2	"C37H62N2O7"	"[M + H]+"	"C37H63N2O7+"	"Polyketides"	0.223	"Anthranilic acid alkaloids"	0.069	"Chalcones"	0.052	"Benzenoids"	0.993	"Benzene and substituted derivatives"	0.978	"Anilides"	0.614	NA	NA	"Anilides"	0.614	"Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	647.459	700	11.662	707667555585021440	707666567876714112	2793	NA	2793
1	"C6H6N2"	"[M + H3N + H]+"	"C6H10N3+"	"Alkaloids"	0.949	"Nicotinic acid alkaloids"	0.947	"Pyridine alkaloids"	0.948	"Organoheterocyclic compounds"	0.904	"Heteroaromatic compounds"	0.902	NA	NA	NA	NA	"Heteroaromatic compounds"	0.902	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	124.087	700	11.667	707667557375989248	707666567042047488	2770	NA	2770
1	"C8H7N3"	"[M + H3N + H]+"	"C8H11N4+"	"Alkaloids"	0.976	"Nicotinic acid alkaloids"	0.868	"Pyridine alkaloids"	0.869	"Organoheterocyclic compounds"	0.983	"Pyridines and derivatives"	0.595	NA	NA	NA	NA	"Pyridines and derivatives"	0.595	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	163.098	700	11.668	707667573461145600	707666567641832960	2783	NA	2783
1	"C60H88N4O8"	"[M + Na]+"	"C60H88N4NaO8+"	"Polyketides"	0.25	"Oligopeptides"	0.289	"Open-chain polyketides"	0.157	"Organic acids and derivatives"	0.963	"Carboxylic acids and derivatives"	0.929	"Amino acids, peptides, and analogues"	0.541	"Amino acids and derivatives"	0.538	"Amino acids and derivatives"	0.538	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1015.649	700	11.668	707667530213676032	707666567327260160	2776	NA	2776
1	"C7H5N3"	"[M + H3N + H]+"	"C7H9N4+"	"Alkaloids"	0.99	"Nicotinic acid alkaloids"	0.937	"Pyridine alkaloids"	0.938	"Organoheterocyclic compounds"	0.991	"Pyridines and derivatives"	0.683	NA	NA	NA	NA	"Pyridines and derivatives"	0.683	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	149.082	700	11.67	707667558894327424	707666566735863296	2763	NA	2763
5	"C42H63O4P"	"[M + H3N + H]+"	"C42H67NO4P+"	"Terpenoids"	0.344	"Meroterpenoids"	0.022	"Cannabinoids"	0.003	"Organic acids and derivatives"	0.903	"Organic phosphoric acids and derivatives"	0.934	"Phosphate esters"	0.928	"Aryl phosphates"	0.982	"Aryl phosphotriesters"	0.747	"Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Aryl phosphates; Aryl phosphodiesters; Aryl phosphotriesters; Phenoxy compounds; Chemical entities"	680.481	700	11.671	707667571703732096	707666568161926784	2805	NA	2805
1	"C7H8N2"	"[M + H3N + H]+"	"C7H12N3+"	"Alkaloids"	0.713	"Peptide alkaloids"	0.675	"Pyrazine and Piperazine alkaloids"	0.881	"Organoheterocyclic compounds"	0.978	"Heteroaromatic compounds"	0.908	NA	NA	NA	NA	"Heteroaromatic compounds"	0.908	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	138.103	701	11.677	707667513545511680	707666567285317120	2775	NA	2775
1	"C7H9N3"	"[M + H3N + H]+"	"C7H13N4+"	"Alkaloids"	0.88	"Nicotinic acid alkaloids"	0.266	"Pyridine alkaloids"	0.268	"Organoheterocyclic compounds"	0.953	"Heteroaromatic compounds"	0.824	NA	NA	NA	NA	"Heteroaromatic compounds"	0.824	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	153.114	702	11.702	707667583300982912	707666567377591808	2777	NA	2777
1	"C37H66O6"	"[M + Na]+"	"C37H66NaO6+"	"Fatty acids"	0.879	"Glycerolipids"	0.947	"Diacylglycerols"	0.789	"Lipids and lipid-like molecules"	0.989	"Glycerolipids"	0.728	"Diradylglycerols"	0.371	"Diacylglycerols"	0.44	"1,2-diacylglycerols"	0.508	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	629.472	702	11.703	707667591555373440	707666567687970304	2785	NA	2785
1	"C8H9N3"	"[M + H3N + H]+"	"C8H13N4+"	"Alkaloids"	0.868	"Nicotinic acid alkaloids"	0.125	"Pyridine alkaloids"	0.125	"Organoheterocyclic compounds"	0.991	"Diazines"	0.647	"Pyrimidines and pyrimidine derivatives"	0.525	NA	NA	"Pyrimidines and pyrimidine derivatives"	0.525	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Diazines; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	165.114	703	11.714	707667584295033088	707666567528586752	2780	NA	2780
